"BehaviorSpace results (NetLogo 7.0.4)","Table version 2.0"
"bankrun6.nlogox"
"event_study"
"07/11/2026 16:08:05:306 +0200"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-16","16","-16","16"
"[run number]","avg-connections","reserve-ratio","fundamental-shock?","lolr-active?","num-nodes","beta","watcher-share","watcher-credibility","risk-threshold","shock-size","spontaneous-concern","lolr-cap","forgetfulness","warmup-ticks","dynamic-rewiring?","weight-by-credibility-sum?","[step]","ticks-since-shock","liquidity-ratio","frac-withdrawn","frac-concerned","bank-alive?"
"87","20","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","98","73","0.04","0.005","0.195","true"
"90","20","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","26","1","0.028561609747005","0.02","0.15","true"
"89","20","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","42","17","0.04","0.02","0.205","true"
"87","20","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","99","74","0.04","0.005","0.195","true"
"86","20","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","194","169","0.04","0.005","0.2","true"
"90","20","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","27","2","0.038787277012826","0.02","0.16","true"
"89","20","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","43","18","0.04","0.02","0.215","true"
"87","20","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","100","75","0.04","0.005","0.18","true"
"86","20","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","195","170","0.04","0.005","0.2","true"
"90","20","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","28","3","0.04","0.02","0.165","true"
"89","20","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","44","19","0.04","0.02","0.21","true"
"87","20","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","101","76","0.04","0.005","0.185","true"
"86","20","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","196","171","0.04","0.005","0.205","true"
"90","20","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","29","4","0.04","0.02","0.165","true"
"89","20","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","45","20","0.04","0.02","0.215","true"
"87","20","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","102","77","0.04","0.005","0.185","true"
"86","20","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","197","172","0.04","0.005","0.215","true"
"90","20","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","30","5","0.04","0.02","0.165","true"
"89","20","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","46","21","0.04","0.02","0.21","true"
"87","20","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","103","78","0.04","0.005","0.195","true"
"86","20","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","198","173","0.04","0.005","0.215","true"
"90","20","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","31","6","0.04","0.02","0.17","true"
"89","20","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","47","22","0.04","0.02","0.22","true"
"87","20","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","104","79","0.04","0.005","0.205","true"
"86","20","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","199","174","0.04","0","0.23","true"
"90","20","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","32","7","0.04","0.02","0.19","true"
"89","20","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","48","23","0.04","0.02","0.215","true"
"87","20","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","105","80","0.04","0.005","0.205","true"
"86","20","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","200","175","0.04","0","0.23","true"
"90","20","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","33","8","0.04","0.02","0.19","true"
"87","20","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","106","81","0.04","0.005","0.205","true"
"89","20","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","49","24","0.04","0.02","0.21","true"
"86","20","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","201","176","0.04","0","0.235","true"
"90","20","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","34","9","0.04","0.02","0.195","true"
"89","20","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","50","25","0.04","0.02","0.22","true"
"87","20","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","107","82","0.04","0.005","0.215","true"
"90","20","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","35","10","0.04","0.02","0.195","true"
"86","20","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","202","177","0.04","0","0.24","true"
"89","20","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","51","26","0.04","0.02","0.215","true"
"87","20","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","108","83","0.04","0.005","0.21","true"
"90","20","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","36","11","0.04","0.02","0.195","true"
"86","20","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","203","178","0.04","0","0.245","true"
"89","20","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","52","27","0.04","0.02","0.225","true"
"87","20","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","109","84","0.04","0","0.21","true"
"90","20","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","37","12","0.04","0.02","0.2","true"
"86","20","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","204","179","0.04","0","0.245","true"
"89","20","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","53","28","0.04","0.02","0.24","true"
"87","20","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","110","85","0.04","0","0.2","true"
"90","20","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","38","13","0.04","0.02","0.19","true"
"86","20","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","205","180","0.04","0","0.25","true"
"89","20","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","54","29","0.04","0.02","0.24","true"
"87","20","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","111","86","0.04","0","0.205","true"
"90","20","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","39","14","0.04","0.02","0.19","true"
"86","20","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","206","181","0.04","0","0.26","true"
"89","20","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","55","30","0.04","0.02","0.24","true"
"87","20","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","112","87","0.04","0","0.205","true"
"90","20","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","40","15","0.04","0.02","0.185","true"
"87","20","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","113","88","0.04","0","0.195","true"
"89","20","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","56","31","0.04","0.02","0.24","true"
"86","20","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","207","182","0.04","0","0.265","true"
"90","20","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","41","16","0.04","0.02","0.19","true"
"87","20","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","114","89","0.04","0","0.205","true"
"89","20","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","57","32","0.04","0.02","0.235","true"
"86","20","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","208","183","0.04","0","0.255","true"
"90","20","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","42","17","0.04","0.02","0.185","true"
"87","20","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","115","90","0.04","0","0.205","true"
"89","20","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","58","33","0.04","0.02","0.235","true"
"86","20","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","209","184","0.04","0","0.255","true"
"90","20","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","43","18","0.04","0.02","0.175","true"
"87","20","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","116","91","0.04","0","0.21","true"
"89","20","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","59","34","0.04","0.02","0.24","true"
"86","20","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","210","185","0.04","0","0.26","true"
"90","20","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","44","19","0.04","0.02","0.16","true"
"87","20","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","117","92","0.04","0","0.21","true"
"89","20","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","60","35","0.04","0.015","0.245","true"
"86","20","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","211","186","0.04","0","0.25","true"
"90","20","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","45","20","0.04","0.02","0.165","true"
"87","20","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","118","93","0.04","0","0.2","true"
"89","20","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","61","36","0.04","0.015","0.245","true"
"86","20","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","212","187","0.04","0","0.245","true"
"90","20","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","46","21","0.04","0.02","0.17","true"
"87","20","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","119","94","0.04","0","0.2","true"
"89","20","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","62","37","0.04","0.015","0.25","true"
"86","20","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","213","188","0.04","0","0.245","true"
"90","20","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","47","22","0.04","0.02","0.165","true"
"87","20","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","120","95","0.04","0","0.2","true"
"89","20","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","63","38","0.04","0.015","0.245","true"
"86","20","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","214","189","0.04","0","0.25","true"
"90","20","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","48","23","0.04","0.015","0.17","true"
"87","20","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","121","96","0.04","0","0.195","true"
"89","20","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","64","39","0.04","0.015","0.245","true"
"86","20","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","215","190","0.04","0","0.26","true"
"90","20","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","49","24","0.04","0.015","0.165","true"
"87","20","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","122","97","0.04","0","0.19","true"
"89","20","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","65","40","0.04","0.015","0.24","true"
"90","20","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","50","25","0.04","0.015","0.155","true"
"87","20","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","123","98","0.04","0","0.185","true"
"86","20","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","216","191","0.04","0","0.265","true"
"89","20","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","66","41","0.04","0.015","0.245","true"
"90","20","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","51","26","0.04","0.015","0.155","true"
"87","20","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","124","99","0.04","0","0.185","true"
"86","20","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","217","192","0.04","0","0.28","true"
"89","20","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","67","42","0.04","0.015","0.245","true"
"90","20","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","52","27","0.04","0.015","0.155","true"
"86","20","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","218","193","0.04","0","0.265","true"
"87","20","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","125","100","0.04","0","0.185","true"
"89","20","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","68","43","0.04","0.015","0.235","true"
"90","20","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","53","28","0.04","0.015","0.16","true"
"86","20","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","219","194","0.04","0","0.26","true"
"87","20","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","126","101","0.04","0","0.17","true"
"89","20","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","69","44","0.04","0.015","0.23","true"
"90","20","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","54","29","0.04","0.015","0.155","true"
"87","20","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","127","102","0.04","0","0.175","true"
"86","20","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","220","195","0.04","0","0.27","true"
"89","20","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","70","45","0.04","0.015","0.235","true"
"90","20","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","55","30","0.04","0.015","0.15","true"
"87","20","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","128","103","0.04","0","0.18","true"
"89","20","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","71","46","0.04","0.015","0.24","true"
"86","20","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","221","196","0.04","0","0.26","true"
"90","20","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","56","31","0.04","0.015","0.16","true"
"87","20","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","129","104","0.04","0","0.175","true"
"89","20","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","72","47","0.04","0.015","0.235","true"
"90","20","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","57","32","0.04","0.015","0.17","true"
"86","20","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","222","197","0.04","0","0.245","true"
"87","20","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","130","105","0.04","0","0.175","true"
"89","20","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","73","48","0.04","0.015","0.235","true"
"90","20","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","58","33","0.04","0.015","0.175","true"
"86","20","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","223","198","0.04","0","0.24","true"
"87","20","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","131","106","0.04","0","0.17","true"
"89","20","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","74","49","0.04","0.015","0.235","true"
"90","20","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","59","34","0.04","0.015","0.18","true"
"86","20","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","224","199","0.04","0","0.24","true"
"87","20","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","132","107","0.04","0","0.18","true"
"90","20","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","60","35","0.04","0.015","0.175","true"
"89","20","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","75","50","0.04","0.01","0.245","true"
"86","20","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","225","200","0.04","0","0.24","true"
"87","20","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","133","108","0.04","0","0.185","true"
"90","20","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","61","36","0.04","0.015","0.185","true"
"89","20","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","76","51","0.04","0.01","0.245","true"
"87","20","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","134","109","0.04","0","0.18","true"
"89","20","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","77","52","0.04","0.01","0.235","true"
"90","20","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","62","37","0.04","0.015","0.185","true"
"87","20","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","135","110","0.04","0","0.18","true"
"90","20","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","63","38","0.04","0.015","0.185","true"
"89","20","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","78","53","0.04","0.01","0.24","true"
"87","20","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","136","111","0.04","0","0.17","true"
"89","20","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","79","54","0.04","0.01","0.23","true"
"90","20","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","64","39","0.04","0.015","0.185","true"
"87","20","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","137","112","0.04","0","0.165","true"
"89","20","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","80","55","0.04","0.01","0.225","true"
"90","20","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","65","40","0.04","0.015","0.185","true"
"87","20","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","138","113","0.04","0","0.185","true"
"89","20","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","81","56","0.04","0.01","0.22","true"
"90","20","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","66","41","0.04","0.015","0.18","true"
"87","20","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","139","114","0.04","0","0.175","true"
"89","20","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","82","57","0.04","0.005","0.235","true"
"87","20","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","140","115","0.04","0","0.17","true"
"89","20","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","83","58","0.04","0.005","0.23","true"
"90","20","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","67","42","0.04","0.015","0.18","true"
"87","20","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","141","116","0.04","0","0.18","true"
"90","20","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","68","43","0.04","0.015","0.19","true"
"87","20","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","142","117","0.04","0","0.175","true"
"90","20","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","69","44","0.04","0.015","0.205","true"
"89","20","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","84","59","0.04","0.005","0.225","true"
"87","20","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","143","118","0.04","0","0.18","true"
"90","20","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","70","45","0.04","0.015","0.205","true"
"89","20","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","85","60","0.04","0.005","0.225","true"
"90","20","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","71","46","0.04","0.015","0.195","true"
"89","20","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","86","61","0.04","0.005","0.235","true"
"87","20","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","144","119","0.04","0","0.185","true"
"90","20","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","72","47","0.04","0.015","0.205","true"
"89","20","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","87","62","0.04","0.005","0.23","true"
"87","20","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","145","120","0.04","0","0.185","true"
"90","20","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","73","48","0.04","0.015","0.205","true"
"89","20","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","88","63","0.04","0.005","0.24","true"
"87","20","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","146","121","0.04","0","0.18","true"
"90","20","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","74","49","0.04","0.015","0.2","true"
"89","20","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","89","64","0.040000000000000015","0","0.24","true"
"87","20","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","147","122","0.04","0","0.19","true"
"90","20","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","75","50","0.04","0.015","0.21","true"
"87","20","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","148","123","0.04","0","0.205","true"
"89","20","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","90","65","0.040000000000000015","0","0.24","true"
"90","20","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","76","51","0.04","0.015","0.215","true"
"87","20","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","149","124","0.04","0","0.21","true"
"89","20","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","91","66","0.040000000000000015","0","0.24","true"
"90","20","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","77","52","0.04","0.015","0.21","true"
"87","20","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","150","125","0.04","0","0.215","true"
"89","20","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","92","67","0.040000000000000015","0","0.235","true"
"90","20","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","78","53","0.04","0.015","0.215","true"
"87","20","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","151","126","0.04","0","0.205","true"
"89","20","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","93","68","0.040000000000000015","0","0.25","true"
"90","20","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","79","54","0.04","0.015","0.21","true"
