"BehaviorSpace results (NetLogo 7.0.4)","Table version 2.0"
"bankrun6.nlogox"
"degree_vs_lethality"
"07/11/2026 15:56:57:672 +0200"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-16","16","-16","16"
"[run number]","avg-connections","reserve-ratio","fundamental-shock?","lolr-active?","num-nodes","beta","watcher-share","watcher-credibility","risk-threshold","shock-size","spontaneous-concern","lolr-cap","forgetfulness","warmup-ticks","dynamic-rewiring?","weight-by-credibility-sum?","[step]","bank-alive?","ticks-since-shock","peak-withdrawn","frac-withdrawn","frac-concerned","liquidity-ratio","count links / count turtles"
"5296","10","0.06","false","false","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","425","true","400","0.035","0","0.18","0.060000000000000005","5"
"5297","10","0.06","false","false","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","425","true","400","0.03","0","0.215","0.06","5"
"5298","10","0.06","false","false","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","425","true","400","0.035","0","0.255","0.06","5"
"5299","10","0.06","false","false","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","425","true","400","0.035","0","0.185","0.06","5"
"5294","10","0.06","false","false","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","425","true","400","0.035","0","0.18","0.060000000000000005","5"
"5300","10","0.06","false","false","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","425","true","400","0.035","0","0.21","0.05999999999999999","5"
"5301","10","0.06","true","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","425","true","400","0","0","0.225","0.06","5"
"5302","10","0.06","true","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","425","true","400","0","0","0.165","0.06","5"
"5303","10","0.06","true","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","425","true","400","0","0","0.22","0.06","5"
"5305","10","0.06","true","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","425","true","400","0","0","0.165","0.06","5"
"5304","10","0.06","true","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","425","true","400","0","0","0.225","0.06","5"
"5308","10","0.06","true","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","425","true","400","0","0","0.185","0.06","5"
"5307","10","0.06","true","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","425","true","400","0","0","0.245","0.06","5"
"5309","10","0.06","true","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","425","true","400","0","0","0.26","0.06","5"
"5306","10","0.06","true","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","425","true","400","0","0","0.235","0.06","5"
"5310","10","0.06","true","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","425","true","400","0","0","0.21","0.06","5"
"5312","10","0.06","true","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","425","true","400","0","0","0.17","0.06","5"
"5311","10","0.06","true","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","425","true","400","0","0","0.195","0.06","5"
"5313","10","0.06","true","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","425","true","400","0","0","0.145","0.06","5"
"5314","10","0.06","true","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","425","true","400","0","0","0.205","0.06","5"
"5315","10","0.06","true","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","425","true","400","0","0","0.165","0.06","5"
"5317","10","0.06","true","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","425","true","400","0","0","0.19","0.06","5"
"5319","10","0.06","true","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","425","true","400","0","0","0.21","0.06","5"
"5318","10","0.06","true","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","425","true","400","0","0","0.185","0.06","5"
"5320","10","0.06","true","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","425","true","400","0","0","0.165","0.06","5"
"5321","10","0.06","true","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","425","true","400","0","0","0.255","0.06","5"
"5316","10","0.06","true","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","425","true","400","0","0","0.25","0.06","5"
"5322","10","0.06","true","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","425","true","400","0","0","0.205","0.06","5"
"5323","10","0.06","true","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","425","true","400","0","0","0.215","0.06","5"
"5325","10","0.06","true","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","425","true","400","0","0","0.215","0.06","5"
"5324","10","0.06","true","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","425","true","400","0","0","0.215","0.06","5"
"5326","10","0.06","true","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","425","true","400","0","0","0.2","0.06","5"
"5327","10","0.06","true","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","425","true","400","0","0","0.2","0.06","5"
"5329","10","0.06","true","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","425","true","400","0","0","0.205","0.06","5"
"5330","10","0.06","true","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","425","true","400","0","0","0.28","0.06","5"
"5331","10","0.06","true","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","425","true","400","0","0","0.2","0.06","5"
"5332","10","0.06","true","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","425","true","400","0","0","0.22","0.060000000000000005","5"
"5333","10","0.06","true","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","425","true","400","0","0","0.22","0.06","5"
"5328","10","0.06","true","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","425","true","400","0","0","0.185","0.06","5"
"5334","10","0.06","true","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","425","true","400","0","0","0.195","0.06","5"
"5335","10","0.06","true","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","425","true","400","0","0","0.175","0.06","5"
"5336","10","0.06","true","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","425","true","400","0","0","0.2","0.06","5"
"5337","10","0.06","true","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","425","true","400","0","0","0.205","0.06","5"
"5338","10","0.06","true","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","425","true","400","0","0","0.225","0.06","5"
"5339","10","0.06","true","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","425","true","400","0","0","0.22","0.06","5"
"5341","10","0.06","true","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","425","true","400","0","0","0.19","0.06","5"
"5342","10","0.06","true","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","425","true","400","0","0","0.165","0.06","5"
"5343","10","0.06","true","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","425","true","400","0","0","0.245","0.06","5"
"5344","10","0.06","true","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","425","true","400","0","0","0.255","0.06","5"
"5340","10","0.06","true","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","425","true","400","0","0","0.23","0.06","5"
"5345","10","0.06","true","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","425","true","400","0","0","0.165","0.06","5"
"5346","10","0.06","true","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","425","true","400","0","0","0.22","0.06","5"
"5347","10","0.06","true","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","425","true","400","0","0","0.215","0.06","5"
"5348","10","0.06","true","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","425","true","400","0","0","0.21","0.06","5"
"5349","10","0.06","true","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","425","true","400","0","0","0.24","0.06","5"
"5350","10","0.06","true","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","425","true","400","0","0","0.17","0.06","5"
"5353","10","0.06","true","false","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","425","true","400","0","0","0.22","0.024","5"
"5354","10","0.06","true","false","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","425","true","400","0","0","0.235","0.023999999999999997","5"
"5352","10","0.06","true","false","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","425","true","400","0","0","0.265","0.024","5"
"5351","10","0.06","true","false","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","425","true","400","0","0","0.235","0.024000000000000004","5"
"5356","10","0.06","true","false","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","425","true","400","0","0","0.17","0.023999999999999997","5"
"5355","10","0.06","true","false","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","425","true","400","0","0","0.18","0.024000000000000007","5"
"5357","10","0.06","true","false","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","425","true","400","0","0","0.24","0.024","5"
"5358","10","0.06","true","false","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","425","true","400","0","0","0.315","0.024","5"
"5359","10","0.06","true","false","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","425","true","400","0","0","0.235","0.024","5"
"5360","10","0.06","true","false","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","425","true","400","0","0","0.23","0.024","5"
"5363","10","0.06","true","false","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","425","true","400","0","0","0.195","0.024","5"
"5362","10","0.06","true","false","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","425","true","400","0","0","0.225","0.024000000000000004","5"
"5364","10","0.06","true","false","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","425","true","400","0","0","0.175","0.023999999999999997","5"
"5365","10","0.06","true","false","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","425","true","400","0","0","0.135","0.024000000000000004","5"
"5367","10","0.06","true","false","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","425","true","400","0","0","0.225","0.024","5"
"5366","10","0.06","true","false","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","425","true","400","0","0","0.265","0.024000000000000004","5"
"5368","10","0.06","true","false","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","425","true","400","0","0","0.195","0.024","5"
"5361","10","0.06","true","false","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","425","true","400","0","0","0.22","0.023999999999999997","5"
"5369","10","0.06","true","false","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","425","true","400","0","0","0.195","0.024","5"
"5370","10","0.06","true","false","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","425","true","400","0","0","0.295","0.023999999999999997","5"
"5371","10","0.06","true","false","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","425","true","400","0","0","0.165","0.024","5"
"5372","10","0.06","true","false","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","425","true","400","0","0","0.24","0.024","5"
"5373","10","0.06","true","false","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","425","true","400","0","0","0.21","0.024","5"
"5374","10","0.06","true","false","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","425","true","400","0","0","0.195","0.024","5"
"5376","10","0.06","true","false","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","425","true","400","0","0","0.14","0.024000000000000004","5"
"5377","10","0.06","true","false","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","425","true","400","0","0","0.2","0.024000000000000007","5"
"5378","10","0.06","true","false","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","425","true","400","0","0","0.185","0.024","5"
"5379","10","0.06","true","false","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","425","true","400","0","0","0.26","0.024","5"
"5380","10","0.06","true","false","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","425","true","400","0","0","0.185","0.024000000000000004","5"
"5381","10","0.06","true","false","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","425","true","400","0","0","0.21","0.024","5"
"5382","10","0.06","true","false","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","425","true","400","0","0","0.2","0.023999999999999997","5"
"5383","10","0.06","true","false","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","425","true","400","0","0","0.19","0.024","5"
"5384","10","0.06","true","false","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","425","true","400","0","0","0.195","0.024","5"
"5385","10","0.06","true","false","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","425","true","400","0","0","0.255","0.024","5"
"5386","10","0.06","true","false","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","425","true","400","0","0","0.18","0.024","5"
"5375","10","0.06","true","false","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","425","true","400","0","0","0.195","0.024","5"
"5387","10","0.06","true","false","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","425","true","400","0","0","0.16","0.023999999999999997","5"
"5388","10","0.06","true","false","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","425","true","400","0","0","0.2","0.024000000000000004","5"
"5389","10","0.06","true","false","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","425","true","400","0","0","0.165","0.024","5"
"5390","10","0.06","true","false","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","425","true","400","0","0","0.165","0.023999999999999997","5"
"5391","10","0.06","true","false","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","425","true","400","0","0","0.215","0.024000000000000004","5"
"5392","10","0.06","true","false","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","425","true","400","0","0","0.235","0.023999999999999997","5"
"5394","10","0.06","true","false","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","425","true","400","0","0","0.19","0.024","5"
"5395","10","0.06","true","false","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","425","true","400","0","0","0.215","0.023999999999999997","5"
"5396","10","0.06","true","false","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","425","true","400","0","0","0.16","0.023999999999999997","5"
"5393","10","0.06","true","false","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","425","true","400","0","0","0.225","0.024","5"
"5397","10","0.06","true","false","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","425","true","400","0","0","0.24","0.024","5"
"5398","10","0.06","true","false","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","425","true","400","0","0","0.2","0.023999999999999997","5"
"5405","11","0.02","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","26","false","1","0.03","0.03","0.155","-5.792444656013475E-4","5"
"5399","10","0.06","true","false","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","425","true","400","0","0","0.26","0.024000000000000004","5"
"5400","10","0.06","true","false","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","425","true","400","0","0","0.24","0.024","5"
"5402","11","0.02","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","425","true","400","0.01","0","0.175","0.02","5"
"5401","11","0.02","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","425","true","400","0.025","0","0.205","0.02","5"
"5409","11","0.02","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","26","false","1","0.035","0.035","0.185","-0.0029729362824516986","5"
"5404","11","0.02","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","425","true","400","0.02","0","0.175","0.02","5"
"5412","11","0.02","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","26","false","1","0.04","0.04","0.24","-0.01059487241234114","5"
"5406","11","0.02","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","425","true","400","0.025","0","0.24","0.02","5"
"5407","11","0.02","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","425","true","400","0.01","0","0.19","0.02","5"
"5413","11","0.02","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","26","false","1","0.035","0.035","0.12","-0.00105447861837437","5"
"5414","11","0.02","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","26","false","1","0.04","0.04","0.165","-0.013043647800394846","5"
"5408","11","0.02","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","425","true","400","0.025","0","0.19","0.02","5"
"5418","11","0.02","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","26","false","1","0.04","0.04","0.24","-0.0059156813345457825","5"
"5410","11","0.02","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","425","true","400","0.02","0","0.205","0.02","5"
"5411","11","0.02","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","425","true","400","0.025","0","0.2","0.019999999999999997","5"
"5420","11","0.02","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","26","false","1","0.035","0.035","0.23","-0.006453920317552723","5"
"5403","11","0.02","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","425","true","400","0.02","0","0.25","0.02","5"
"5422","11","0.02","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","26","false","1","0.05","0.05","0.23","-0.02721960603649913","5"
"5415","11","0.02","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","425","true","400","0.025","0","0.21","0.02","5"
"5417","11","0.02","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","425","true","400","0.025","0","0.165","0.02","5"
"5416","11","0.02","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","425","true","400","0.025","0","0.145","0.020000000000000004","5"
"5426","11","0.02","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","26","false","1","0.035","0.035","0.195","-0.008971818802327256","5"
"5419","11","0.02","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","425","true","400","0.03","0","0.215","0.02","5"
"5427","11","0.02","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","26","false","1","0.035","0.035","0.185","-0.006128652382029941","5"
"5428","11","0.02","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","26","false","1","0.035","0.035","0.235","-0.011589357527145147","5"
"5429","11","0.02","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","26","false","1","0.03","0.03","0.215","-0.0016092243389856016","5"
"5430","11","0.02","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","26","false","1","0.035","0.035","0.155","-0.00816359885606314","5"
"5421","11","0.02","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","425","true","400","0.02","0","0.175","0.02","5"
"5425","11","0.02","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","425","true","400","0.02","0","0.215","0.020000000000000004","5"
"5424","11","0.02","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","425","true","400","0.03","0","0.17","0.02","5"
"5435","11","0.02","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","26","false","1","0.035","0.035","0.16","-0.0038197688027971116","5"
"5437","11","0.02","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","26","false","1","0.04","0.04","0.255","-0.0062315675869254435","5"
"5431","11","0.02","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","425","true","400","0.02","0","0.205","0.02","5"
"5438","11","0.02","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","26","false","1","0.035","0.035","0.205","-0.005217316889787614","5"
"5432","11","0.02","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","425","true","400","0.02","0","0.165","0.02","5"
"5423","11","0.02","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","425","true","400","0.025","0","0.145","0.02","5"
"5433","11","0.02","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","425","true","400","0.025","0","0.165","0.02","5"
"5434","11","0.02","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","425","true","400","0.015","0","0.205","0.020000000000000007","5"
"5440","11","0.02","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","26","false","1","0.03","0.03","0.14","-0.0032292062165969393","5"
"5442","11","0.02","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","26","false","1","0.045","0.045","0.17","-0.02314799907569783","5"
"5436","11","0.02","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","425","true","400","0.02","0","0.24","0.02","5"
"5447","11","0.02","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","26","false","1","0.03","0.03","0.185","-0.003318904247567649","5"
"5448","11","0.02","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","26","false","1","0.035","0.035","0.17","-0.008022380618549365","5"
"5439","11","0.02","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","425","true","400","0.03","0","0.21","0.02","5"
"5441","11","0.02","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","425","true","400","0.02","0","0.205","0.020000000000000004","5"
"5449","11","0.02","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","26","false","1","0.035","0.035","0.185","-0.014303112407093428","5"
"5444","11","0.02","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","425","true","400","0.02","0","0.18","0.020000000000000004","5"
"5443","11","0.02","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","425","true","400","0.03","0","0.255","0.020000000000000004","5"
"5450","11","0.02","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","26","false","1","0.05","0.05","0.185","-0.021942521697291304","5"
"5451","11","0.02","false","false","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","26","false","1","0.025","0.025","0.165","-0.003913631606367398","5"
"5452","11","0.02","false","false","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","26","false","1","0.025","0.025","0.17","-0.0027735707088957797","5"
"5455","11","0.02","false","false","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","26","false","1","0.04","0.04","0.145","-0.016993703340551777","5"
"5453","11","0.02","false","false","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","26","false","1","0.02","0.02","0.13","-0.0012442928457337388","5"
"5454","11","0.02","false","false","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","26","false","1","0.055","0.055","0.295","-0.049408811043655576","5"
"5456","11","0.02","false","false","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","26","false","1","0.035","0.035","0.14","-0.015159717610350015","5"
"5457","11","0.02","false","false","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","26","false","1","0.025","0.025","0.19","-0.011008200594676639","5"
"5459","11","0.02","false","false","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","26","false","1","0.035","0.035","0.25","-0.006338091491165565","5"
"5460","11","0.02","false","false","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","26","false","1","0.03","0.03","0.15","-0.014701173419588553","5"
"5445","11","0.02","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","425","true","400","0.025","0","0.185","0.020000000000000004","5"
"5462","11","0.02","false","false","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","26","false","1","0.04","0.04","0.155","-0.02447201827731695","5"
"5463","11","0.02","false","false","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","26","false","1","0.025","0.025","0.105","-0.006367432781951177","5"
"5464","11","0.02","false","false","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","26","false","1","0.035","0.035","0.205","-0.01823183402161334","5"
"5465","11","0.02","false","false","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","26","false","1","0.025","0.025","0.16","-0.005692926700309474","5"
"5466","11","0.02","false","false","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","26","false","1","0.03","0.03","0.22","-0.013026504607304978","5"
"5467","11","0.02","false","false","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","26","false","1","0.03","0.03","0.11","-0.007124994840647605","5"
"5468","11","0.02","false","false","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","26","false","1","0.04","0.04","0.255","-0.01705161508921587","5"
"5461","11","0.02","false","false","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","26","false","1","0.025","0.025","0.145","-0.004415615142974872","5"
"5469","11","0.02","false","false","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","26","false","1","0.03","0.03","0.12","-0.00977593441821115","5"
